"municipality","votes","candidate","parties","file","district"
"日高川町",135,"ねごろ 英樹","（無所属）","000785251.xls","和歌山県第３区"
"白浜町",1319,"本間　奈々","（無所属）","000785251.xls","和歌山県第３区"
"白浜町",6258,"にかい　俊博","自由民主党","000785251.xls","和歌山県第３区"
"白浜町",1768,"畑野　よしひろ","日本共産党","000785251.xls","和歌山県第３区"
"白浜町",346,"ねごろ 英樹","（無所属）","000785251.xls","和歌山県第３区"
"上富田町",975,"本間　奈々","（無所属）","000785251.xls","和歌山県第３区"
"上富田町",4653,"にかい　俊博","自由民主党","000785251.xls","和歌山県第３区"
"上富田町",1359,"畑野　よしひろ","日本共産党","000785251.xls","和歌山県第３区"
"上富田町",313,"ねごろ 英樹","（無所属）","000785251.xls","和歌山県第３区"
"すさみ町",316,"本間　奈々","（無所属）","000785251.xls","和歌山県第３区"
"すさみ町",1624,"にかい　俊博","自由民主党","000785251.xls","和歌山県第３区"
"すさみ町",296,"畑野　よしひろ","日本共産党","000785251.xls","和歌山県第３区"
"すさみ町",57,"ねごろ 英樹","（無所属）","000785251.xls","和歌山県第３区"
"那智勝浦町",859,"本間　奈々","（無所属）","000785251.xls","和歌山県第３区"
"那智勝浦町",5316,"にかい　俊博","自由民主党","000785251.xls","和歌山県第３区"
"那智勝浦町",1069,"畑野　よしひろ","日本共産党","000785251.xls","和歌山県第３区"
"那智勝浦町",388,"ねごろ 英樹","（無所属）","000785251.xls","和歌山県第３区"
"太地町",148,"本間　奈々","（無所属）","000785251.xls","和歌山県第３区"
"太地町",1468,"にかい　俊博","自由民主党","000785251.xls","和歌山県第３区"
"太地町",132,"畑野　よしひろ","日本共産党","000785251.xls","和歌山県第３区"
"太地町",46,"ねごろ 英樹","（無所属）","000785251.xls","和歌山県第３区"
"古座川町",185,"本間　奈々","（無所属）","000785251.xls","和歌山県第３区"
"古座川町",1207,"にかい　俊博","自由民主党","000785251.xls","和歌山県第３区"
"古座川町",260,"畑野　よしひろ","日本共産党","000785251.xls","和歌山県第３区"
"古座川町",27,"ねごろ 英樹","（無所属）","000785251.xls","和歌山県第３区"
"北山村",13,"本間　奈々","（無所属）","000785251.xls","和歌山県第３区"
"北山村",269,"にかい　俊博","自由民主党","000785251.xls","和歌山県第３区"
"北山村",13,"畑野　よしひろ","日本共産党","000785251.xls","和歌山県第３区"
"北山村",4,"ねごろ 英樹","（無所属）","000785251.xls","和歌山県第３区"
"串本町",1012,"本間　奈々","（無所属）","000785251.xls","和歌山県第３区"
"串本町",5276,"にかい　俊博","自由民主党","000785251.xls","和歌山県第３区"
"串本町",1418,"畑野　よしひろ","日本共産党","000785251.xls","和歌山県第３区"
"串本町",166,"ねごろ 英樹","（無所属）","000785251.xls","和歌山県第３区"
"和歌山県第３区 合計",19034,"本間　奈々","（無所属）","000785251.xls","和歌山県第３区"
"和歌山県第３区 合計",102834,"にかい　俊博","自由民主党","000785251.xls","和歌山県第３区"
"和歌山県第３区 合計",20692,"畑野　よしひろ","日本共産党","000785251.xls","和歌山県第３区"
"和歌山県第３区 合計",5745,"ねごろ 英樹","（無所属）","000785251.xls","和歌山県第３区"
"鳥取市",67282,"石破　しげる","自由民主党","000785253.xls","鳥取県第１区"
"鳥取市",13711,"岡田　まさかず","日本共産党","000785253.xls","鳥取県第１区"
"倉吉市",17178,"石破　しげる","自由民主党","000785253.xls","鳥取県第１区"
"倉吉市",3099,"岡田　まさかず","日本共産党","000785253.xls","鳥取県第１区"
"岩美町",4642,"石破　しげる","自由民主党","000785253.xls","鳥取県第１区"
"岩美町",1067,"岡田　まさかず","日本共産党","000785253.xls","鳥取県第１区"
"若桜町",1663,"石破　しげる","自由民主党","000785253.xls","鳥取県第１区"
"若桜町",224,"岡田　まさかず","日本共産党","000785253.xls","鳥取県第１区"
"智頭町",3229,"石破　しげる","自由民主党","000785253.xls","鳥取県第１区"
"智頭町",453,"岡田　まさかず","日本共産党","000785253.xls","鳥取県第１区"
"八頭町",8040,"石破　しげる","自由民主党","000785253.xls","鳥取県第１区"
"八頭町",936,"岡田　まさかず","日本共産党","000785253.xls","鳥取県第１区"
"三朝町",3407,"石破　しげる","自由民主党","000785253.xls","鳥取県第１区"
"三朝町",495,"岡田　まさかず","日本共産党","000785253.xls","鳥取県第１区"
"鳥取県第１区 合計",105441,"石破　しげる","自由民主党","000785253.xls","鳥取県第１区"
"鳥取県第１区 合計",19985,"岡田　まさかず","日本共産党","000785253.xls","鳥取県第１区"
"米子市",34439,"赤沢　りょうせい","自由民主党","000785253.xls","鳥取県第２区"
"米子市",33325,"湯原　俊二","立憲民主党","000785253.xls","鳥取県第２区"
"境港市",9944,"赤沢　りょうせい","自由民主党","000785253.xls","鳥取県第２区"
"境港市",6715,"湯原　俊二","立憲民主党","000785253.xls","鳥取県第２区"
"湯梨浜町",5006,"赤沢　りょうせい","自由民主党","000785253.xls","鳥取県第２区"
"湯梨浜町",3211,"湯原　俊二","立憲民主党","000785253.xls","鳥取県第２区"
"琴浦町",5381,"赤沢　りょうせい","自由民主党","000785253.xls","鳥取県第２区"
"琴浦町",3912,"湯原　俊二","立憲民主党","000785253.xls","鳥取県第２区"
"北栄町",4513,"赤沢　りょうせい","自由民主党","000785253.xls","鳥取県第２区"
"北栄町",3282,"湯原　俊二","立憲民主党","000785253.xls","鳥取県第２区"
"日吉津村",1139,"赤沢　りょうせい","自由民主党","000785253.xls","鳥取県第２区"
"日吉津村",899,"湯原　俊二","立憲民主党","000785253.xls","鳥取県第２区"
"大山町",4618,"赤沢　りょうせい","自由民主党","000785253.xls","鳥取県第２区"
"大山町",4094,"湯原　俊二","立憲民主党","000785253.xls","鳥取県第２区"
"南部町",3040,"赤沢　りょうせい","自由民主党","000785253.xls","鳥取県第２区"
"南部町",2845,"湯原　俊二","立憲民主党","000785253.xls","鳥取県第２区"
"伯耆町",3072,"赤沢　りょうせい","自由民主党","000785253.xls","鳥取県第２区"
"伯耆町",2949,"湯原　俊二","立憲民主党","000785253.xls","鳥取県第２区"
"日南町",1661,"赤沢　りょうせい","自由民主党","000785253.xls","鳥取県第２区"
"日南町",1155,"湯原　俊二","立憲民主党","000785253.xls","鳥取県第２区"
"日野町",1087,"赤沢　りょうせい","自由民主党","000785253.xls","鳥取県第２区"
"日野町",793,"湯原　俊二","立憲民主党","000785253.xls","鳥取県第２区"
"江府町",1105,"赤沢　りょうせい","自由民主党","000785253.xls","鳥取県第２区"
"江府町",767,"湯原　俊二","立憲民主党","000785253.xls","鳥取県第２区"
"鳥取県第２区 合計",75005,"赤沢　りょうせい","自由民主党","000785253.xls","鳥取県第２区"
"鳥取県第２区 合計",63947,"湯原　俊二","立憲民主党","000785253.xls","鳥取県第２区"
"松江市",41131.771,"かめい　亜紀子","立憲民主党","000785255.xls","島根県第１区"
"松江市",52078,"細田　博之","自由民主党","000785255.xls","島根県第１区"
"松江市",2292.226,"龜井　彰子","（無所属）","000785255.xls","島根県第１区"
"出雲市（１区）",4706.393,"かめい　亜紀子","立憲民主党","000785255.xls","島根県第１区"
"出雲市（１区）",8250,"細田　博之","自由民主党","000785255.xls","島根県第１区"
"出雲市（１区）",197.604,"龜井　彰子","（無所属）","000785255.xls","島根県第１区"
"安来市",8114.434,"かめい　亜紀子","立憲民主党","000785255.xls","島根県第１区"
"安来市",10398,"細田　博之","自由民主党","000785255.xls","島根県第１区"
"安来市",846.563,"龜井　彰子","（無所属）","000785255.xls","島根県第１区"
"雲南市（１区）",6111.788,"かめい　亜紀子","立憲民主党","000785255.xls","島根県第１区"
"雲南市（１区）",8309,"細田　博之","自由民主党","000785255.xls","島根県第１区"
"雲南市（１区）",540.209,"龜井　彰子","（無所属）","000785255.xls","島根県第１区"
"奥出雲町",2533.112,"かめい　亜紀子","立憲民主党","000785255.xls","島根県第１区"
"奥出雲町",4458,"細田　博之","自由民主党","000785255.xls","島根県第１区"
"奥出雲町",191.885,"龜井　彰子","（無所属）","000785255.xls","島根県第１区"
"海士町",505.075,"かめい　亜紀子","立憲民主党","000785255.xls","島根県第１区"
"海士町",929,"細田　博之","自由民主党","000785255.xls","島根県第１区"
"海士町",54.922,"龜井　彰子","（無所属）","000785255.xls","島根県第１区"
"西ノ島町",647.399,"かめい　亜紀子","立憲民主党","000785255.xls","島根県第１区"
"西ノ島町",978,"細田　博之","自由民主党","000785255.xls","島根県第１区"
"西ノ島町",40.599,"龜井　彰子","（無所属）","000785255.xls","島根県第１区"
"知夫村",144.485,"かめい　亜紀子","立憲民主党","000785255.xls","島根県第１区"
"知夫村",277,"細田　博之","自由民主党","000785255.xls","島根県第１区"
"知夫村",5.513,"龜井　彰子","（無所属）","000785255.xls","島根県第１区"
"隠岐の島町",2952.61,"かめい　亜紀子","立憲民主党","000785255.xls","島根県第１区"
"隠岐の島町",4961,"細田　博之","自由民主党","000785255.xls","島根県第１区"
"隠岐の島町",149.387,"龜井　彰子","（無所属）","000785255.xls","島根県第１区"
"島根県第１区 合計",66847.067,"かめい　亜紀子","立憲民主党","000785255.xls","島根県第１区"
"島根県第１区 合計",90638,"細田　博之","自由民主党","000785255.xls","島根県第１区"
"島根県第１区 合計",4318.908,"龜井　彰子","（無所属）","000785255.xls","島根県第１区"
"浜田市",1786,"むこせ　慎一","日本共産党","000785255.xls","島根県第２区"
"浜田市",8119,"山本　ほまる","立憲民主党","000785255.xls","島根県第２区"
"浜田市",15312,"高見　やすひろ","自由民主党","000785255.xls","島根県第２区"
"出雲市（２区）",6060,"むこせ　慎一","日本共産党","000785255.xls","島根県第２区"
"出雲市（２区）",17802,"山本　ほまる","立憲民主党","000785255.xls","島根県第２区"
"出雲市（２区）",46536,"高見　やすひろ","自由民主党","000785255.xls","島根県第２区"
"益田市",1876,"むこせ　慎一","日本共産党","000785255.xls","島根県第２区"
"益田市",6987,"山本　ほまる","立憲民主党","000785255.xls","島根県第２区"
"益田市",14085,"高見　やすひろ","自由民主党","000785255.xls","島根県第２区"
"大田市",1685,"むこせ　慎一","日本共産党","000785255.xls","島根県第２区"
"大田市",4975,"山本　ほまる","立憲民主党","000785255.xls","島根県第２区"
"大田市",10274,"高見　やすひろ","自由民主党","000785255.xls","島根県第２区"
"江津市",698,"むこせ　慎一","日本共産党","000785255.xls","島根県第２区"
"江津市",6412,"山本　ほまる","立憲民主党","000785255.xls","島根県第２区"
"江津市",5572,"高見　やすひろ","自由民主党","000785255.xls","島根県第２区"
"雲南市（２区）",338,"むこせ　慎一","日本共産党","000785255.xls","島根県第２区"
"雲南市（２区）",1681,"山本　ほまる","立憲民主党","000785255.xls","島根県第２区"
"雲南市（２区）",4396,"高見　やすひろ","自由民主党","000785255.xls","島根県第２区"
"飯南町",269,"むこせ　慎一","日本共産党","000785255.xls","島根県第２区"
"飯南町",729,"山本　ほまる","立憲民主党","000785255.xls","島根県第２区"
"飯南町",2022,"高見　やすひろ","自由民主党","000785255.xls","島根県第２区"
"川本町",115,"むこせ　慎一","日本共産党","000785255.xls","島根県第２区"
"川本町",588,"山本　ほまる","立憲民主党","000785255.xls","島根県第２区"
"川本町",1363,"高見　やすひろ","自由民主党","000785255.xls","島根県第２区"
"美郷町",243,"むこせ　慎一","日本共産党","000785255.xls","島根県第２区"
"美郷町",680,"山本　ほまる","立憲民主党","000785255.xls","島根県第２区"
"美郷町",1831,"高見　やすひろ","自由民主党","000785255.xls","島根県第２区"
"邑南町",519,"むこせ　慎一","日本共産党","000785255.xls","島根県第２区"
"邑南町",1558,"山本　ほまる","立憲民主党","000785255.xls","島根県第２区"
"邑南町",4278,"高見　やすひろ","自由民主党","000785255.xls","島根県第２区"
"津和野町",403,"むこせ　慎一","日本共産党","000785255.xls","島根県第２区"
"津和野町",1523,"山本　ほまる","立憲民主党","000785255.xls","島根県第２区"
"津和野町",2612,"高見　やすひろ","自由民主党","000785255.xls","島根県第２区"
"吉賀町",369,"むこせ　慎一","日本共産党","000785255.xls","島根県第２区"
"吉賀町",962,"山本　ほまる","立憲民主党","000785255.xls","島根県第２区"
"吉賀町",2046,"高見　やすひろ","自由民主党","000785255.xls","島根県第２区"
"島根県第２区 合計",14361,"むこせ　慎一","日本共産党","000785255.xls","島根県第２区"
"島根県第２区 合計",52016,"山本　ほまる","立憲民主党","000785255.xls","島根県第２区"
"島根県第２区 合計",110327,"高見　やすひろ","自由民主党","000785255.xls","島根県第２区"
"岡山市北区（１区）",59694,"あいさわ　一郎","自由民主党","000785257.xls","岡山県第１区"
"岡山市北区（１区）",6096,"余江　ゆきお","日本共産党","000785257.xls","岡山県第１区"
"岡山市北区（１区）",44726,"原田　ケンスケ","立憲民主党","000785257.xls","岡山県第１区"
"岡山市南区（１区）",30044,"あいさわ　一郎","自由民主党","000785257.xls","岡山県第１区"
"岡山市南区（１区）",2754,"余江　ゆきお","日本共産党","000785257.xls","岡山県第１区"
"岡山市南区（１区）",20089,"原田　ケンスケ","立憲民主党","000785257.xls","岡山県第１区"
"吉備中央町（１区）",1201,"あいさわ　一郎","自由民主党","000785257.xls","岡山県第１区"
"吉備中央町（１区）",140,"余江　ゆきお","日本共産党","000785257.xls","岡山県第１区"
"吉備中央町（１区）",684,"原田　ケンスケ","立憲民主党","000785257.xls","岡山県第１区"
"岡山県第１区 合計",90939,"あいさわ　一郎","自由民主党","000785257.xls","岡山県第１区"
"岡山県第１区 合計",8990,"余江　ゆきお","日本共産党","000785257.xls","岡山県第１区"
"岡山県第１区 合計",65499,"原田　ケンスケ","立憲民主党","000785257.xls","岡山県第１区"
"岡山市北区（２区）",895,"山下　たかし","自由民主党","000785257.xls","岡山県第２区"
"岡山市北区（２区）",499,"津村　啓介","立憲民主党","000785257.xls","岡山県第２区"
"岡山市中区",32883,"山下　たかし","自由民主党","000785257.xls","岡山県第２区"
"岡山市中区",25039,"津村　啓介","立憲民主党","000785257.xls","岡山県第２区"
"岡山市東区（２区）",18013,"山下　たかし","自由民主党","000785257.xls","岡山県第２区"
"岡山市東区（２区）",13896,"津村　啓介","立憲民主党","000785257.xls","岡山県第２区"
"岡山市南区（２区）",5080,"山下　たかし","自由民主党","000785257.xls","岡山県第２区"
"岡山市南区（２区）",3871,"津村　啓介","立憲民主党","000785257.xls","岡山県第２区"
"玉野市",14408,"山下　たかし","自由民主党","000785257.xls","岡山県第２区"
"玉野市",11939,"津村　啓介","立憲民主党","000785257.xls","岡山県第２区"
"瀬戸内市",9624,"山下　たかし","自由民主党","000785257.xls","岡山県第２区"
"瀬戸内市",7311,"津村　啓介","立憲民主党","000785257.xls","岡山県第２区"
"岡山県第２区 合計",80903,"山下　たかし","自由民主党","000785257.xls","岡山県第２区"
"岡山県第２区 合計",62555,"津村　啓介","立憲民主党","000785257.xls","岡山県第２区"
"岡山市東区（３区）",2431,"あべ　俊子","自由民主党","000785257.xls","岡山県第３区"
"岡山市東区（３区）",2524,"平沼　正二郎","（無所属）","000785257.xls","岡山県第３区"
"岡山市東区（３区）",1035,"森本　栄","立憲民主党","000785257.xls","岡山県第３区"
"岡山市東区（３区）",414,"尾崎　ひろ子","日本共産党","000785257.xls","岡山県第３区"
"津山市",15519,"あべ　俊子","自由民主党","000785257.xls","岡山県第３区"
"津山市",21042,"平沼　正二郎","（無所属）","000785257.xls","岡山県第３区"
"津山市",6467,"森本　栄","立憲民主党","000785257.xls","岡山県第３区"
"津山市",1887,"尾崎　ひろ子","日本共産党","000785257.xls","岡山県第３区"
"備前市",5852,"あべ　俊子","自由民主党","000785257.xls","岡山県第３区"
"備前市",7576,"平沼　正二郎","（無所属）","000785257.xls","岡山県第３区"
"備前市",2033,"森本　栄","立憲民主党","000785257.xls","岡山県第３区"
"備前市",913,"尾崎　ひろ子","日本共産党","000785257.xls","岡山県第３区"
"赤磐市",6627,"あべ　俊子","自由民主党","000785257.xls","岡山県第３区"
"赤磐市",8553,"平沼　正二郎","（無所属）","000785257.xls","岡山県第３区"
"赤磐市",3198,"森本　栄","立憲民主党","000785257.xls","岡山県第３区"
"赤磐市",1301,"尾崎　ひろ子","日本共産党","000785257.xls","岡山県第３区"
"真庭市（３区）",7446,"あべ　俊子","自由民主党","000785257.xls","岡山県第３区"
"真庭市（３区）",7122,"平沼　正二郎","（無所属）","000785257.xls","岡山県第３区"
"真庭市（３区）",4540,"森本　栄","立憲民主党","000785257.xls","岡山県第３区"
"真庭市（３区）",801,"尾崎　ひろ子","日本共産党","000785257.xls","岡山県第３区"
"美作市",4842,"あべ　俊子","自由民主党","000785257.xls","岡山県第３区"
"美作市",6669,"平沼　正二郎","（無所属）","000785257.xls","岡山県第３区"
"美作市",1837,"森本　栄","立憲民主党","000785257.xls","岡山県第３区"
"美作市",725,"尾崎　ひろ子","日本共産党","000785257.xls","岡山県第３区"
"和気町",2256,"あべ　俊子","自由民主党","000785257.xls","岡山県第３区"
"和気町",3503,"平沼　正二郎","（無所属）","000785257.xls","岡山県第３区"
"和気町",917,"森本　栄","立憲民主党","000785257.xls","岡山県第３区"
"和気町",430,"尾崎　ひろ子","日本共産党","000785257.xls","岡山県第３区"
"新庄村",318,"あべ　俊子","自由民主党","000785257.xls","岡山県第３区"
"新庄村",168,"平沼　正二郎","（無所属）","000785257.xls","岡山県第３区"
"新庄村",70,"森本　栄","立憲民主党","000785257.xls","岡山県第３区"
"新庄村",22,"尾崎　ひろ子","日本共産党","000785257.xls","岡山県第３区"
"鏡野町",2509,"あべ　俊子","自由民主党","000785257.xls","岡山県第３区"
"鏡野町",3011,"平沼　正二郎","（無所属）","000785257.xls","岡山県第３区"
"鏡野町",850,"森本　栄","立憲民主党","000785257.xls","岡山県第３区"
"鏡野町",261,"尾崎　ひろ子","日本共産党","000785257.xls","岡山県第３区"
"勝央町",1936,"あべ　俊子","自由民主党","000785257.xls","岡山県第３区"
"勝央町",2573,"平沼　正二郎","（無所属）","000785257.xls","岡山県第３区"
"勝央町",650,"森本　栄","立憲民主党","000785257.xls","岡山県第３区"
"勝央町",191,"尾崎　ひろ子","日本共産党","000785257.xls","岡山県第３区"
"奈義町",1375,"あべ　俊子","自由民主党","000785257.xls","岡山県第３区"
"奈義町",1465,"平沼　正二郎","（無所属）","000785257.xls","岡山県第３区"
"奈義町",317,"森本　栄","立憲民主党","000785257.xls","岡山県第３区"
"奈義町",153,"尾崎　ひろ子","日本共産党","000785257.xls","岡山県第３区"
"西粟倉村",341,"あべ　俊子","自由民主党","000785257.xls","岡山県第３区"
"西粟倉村",346,"平沼　正二郎","（無所属）","000785257.xls","岡山県第３区"
"西粟倉村",112,"森本　栄","立憲民主党","000785257.xls","岡山県第３区"
"西粟倉村",38,"尾崎　ひろ子","日本共産党","000785257.xls","岡山県第３区"
"久米南町",882,"あべ　俊子","自由民主党","000785257.xls","岡山県第３区"
"久米南町",999,"平沼　正二郎","（無所属）","000785257.xls","岡山県第３区"
"久米南町",346,"森本　栄","立憲民主党","000785257.xls","岡山県第３区"
"久米南町",208,"尾崎　ひろ子","日本共産党","000785257.xls","岡山県第３区"
"美咲町",2596,"あべ　俊子","自由民主党","000785257.xls","岡山県第３区"
"美咲町",3080,"平沼　正二郎","（無所属）","000785257.xls","岡山県第３区"
"美咲町",944,"森本　栄","立憲民主党","000785257.xls","岡山県第３区"
"美咲町",416,"尾崎　ひろ子","日本共産党","000785257.xls","岡山県第３区"
"岡山県第３区 合計",54930,"あべ　俊子","自由民主党","000785257.xls","岡山県第３区"
"岡山県第３区 合計",68631,"平沼　正二郎","（無所属）","000785257.xls","岡山県第３区"
"岡山県第３区 合計",23316,"森本　栄","立憲民主党","000785257.xls","岡山県第３区"
"岡山県第３区 合計",7760,"尾崎　ひろ子","日本共産党","000785257.xls","岡山県第３区"
"倉敷市（４区）",86401,"橋本　がく","自由民主党","000785257.xls","岡山県第４区"
"倉敷市（４区）",81162,"柚木　みちよし","立憲民主党","000785257.xls","岡山県第４区"
"倉敷市（４区）",5972,"中川　智晴","（無所属）","000785257.xls","岡山県第４区"
"早島町",2651,"橋本　がく","自由民主党","000785257.xls","岡山県第４区"
"早島町",2697,"柚木　みちよし","立憲民主党","000785257.xls","岡山県第４区"
"早島町",174,"中川　智晴","（無所属）","000785257.xls","岡山県第４区"
"岡山県第４区 合計",89052,"橋本　がく","自由民主党","000785257.xls","岡山県第４区"
"岡山県第４区 合計",83859,"柚木　みちよし","立憲民主党","000785257.xls","岡山県第４区"
"岡山県第４区 合計",6146,"中川　智晴","（無所属）","000785257.xls","岡山県第４区"
"倉敷市（５区）",8544,"加藤　勝信","自由民主党","000785257.xls","岡山県第５区"
"倉敷市（５区）",668,"みいみ　芳明","日本共産党","000785257.xls","岡山県第５区"
"倉敷市（５区）",2778,"はた　ともこ","立憲民主党","000785257.xls","岡山県第５区"
"笠岡市",15884,"加藤　勝信","自由民主党","000785257.xls","岡山県第５区"
"笠岡市",1004,"みいみ　芳明","日本共産党","000785257.xls","岡山県第５区"
"笠岡市",4346,"はた　ともこ","立憲民主党","000785257.xls","岡山県第５区"
"井原市",13120,"加藤　勝信","自由民主党","000785257.xls","岡山県第５区"
"井原市",815,"みいみ　芳明","日本共産党","000785257.xls","岡山県第５区"
"井原市",3337,"はた　ともこ","立憲民主党","000785257.xls","岡山県第５区"
"総社市",18540,"加藤　勝信","自由民主党","000785257.xls","岡山県第５区"
"総社市",1642,"みいみ　芳明","日本共産党","000785257.xls","岡山県第５区"
"総社市",6968,"はた　ともこ","立憲民主党","000785257.xls","岡山県第５区"
"高梁市",10386,"加藤　勝信","自由民主党","000785257.xls","岡山県第５区"
"高梁市",755,"みいみ　芳明","日本共産党","000785257.xls","岡山県第５区"
"高梁市",2922,"はた　ともこ","立憲民主党","000785257.xls","岡山県第５区"
"新見市",11018,"加藤　勝信","自由民主党","000785257.xls","岡山県第５区"
"新見市",611,"みいみ　芳明","日本共産党","000785257.xls","岡山県第５区"
"新見市",3293,"はた　ともこ","立憲民主党","000785257.xls","岡山県第５区"
"真庭市（５区）",1901,"加藤　勝信","自由民主党","000785257.xls","岡山県第５区"
"真庭市（５区）",98,"みいみ　芳明","日本共産党","000785257.xls","岡山県第５区"
"真庭市（５区）",548,"はた　ともこ","立憲民主党","000785257.xls","岡山県第５区"
"浅口市",11367,"加藤　勝信","自由民主党","000785257.xls","岡山県第５区"
"浅口市",736,"みいみ　芳明","日本共産党","000785257.xls","岡山県第５区"
"浅口市",4111,"はた　ともこ","立憲民主党","000785257.xls","岡山県第５区"
"里庄町",3871,"加藤　勝信","自由民主党","000785257.xls","岡山県第５区"
"里庄町",231,"みいみ　芳明","日本共産党","000785257.xls","岡山県第５区"
"里庄町",1195,"はた　ともこ","立憲民主党","000785257.xls","岡山県第５区"
"矢掛町",5192,"加藤　勝信","自由民主党","000785257.xls","岡山県第５区"
"矢掛町",331,"みいみ　芳明","日本共産党","000785257.xls","岡山県第５区"
"矢掛町",1263,"はた　ともこ","立憲民主党","000785257.xls","岡山県第５区"
"吉備中央町（５区）",2316,"加藤　勝信","自由民主党","000785257.xls","岡山県第５区"
"吉備中央町（５区）",176,"みいみ　芳明","日本共産党","000785257.xls","岡山県第５区"
"吉備中央町（５区）",706,"はた　ともこ","立憲民主党","000785257.xls","岡山県第５区"
"岡山県第５区 合計",102139,"加藤　勝信","自由民主党","000785257.xls","岡山県第５区"
"岡山県第５区 合計",7067,"みいみ　芳明","日本共産党","000785257.xls","岡山県第５区"
"岡山県第５区 合計",31467,"はた　ともこ","立憲民主党","000785257.xls","岡山県第５区"
"広島市中区",649,"カミデ　圭一","日本成功党","000785259.xls","広島県第１区"
"広島市中区",44490,"岸田　文雄","自由民主党","000785259.xls","広島県第１区"
"広島市中区",5295,"大西　オサム","日本共産党","000785259.xls","広島県第１区"
"広島市中区",5085,"有田　ゆうこ","社会民主党","000785259.xls","広島県第１区"
"広島市東区",420,"カミデ　圭一","日本成功党","000785259.xls","広島県第１区"
"広島市東区",40125,"岸田　文雄","自由民主党","000785259.xls","広島県第１区"
"広島市東区",4556,"大西　オサム","日本共産党","000785259.xls","広島県第１区"
"広島市東区",4860,"有田　ゆうこ","社会民主党","000785259.xls","広島県第１区"
"広島市南区",561,"カミデ　圭一","日本成功党","000785259.xls","広島県第１区"
"広島市南区",49089,"岸田　文雄","自由民主党","000785259.xls","広島県第１区"
"広島市南区",4657,"大西　オサム","日本共産党","000785259.xls","広島県第１区"
"広島市南区",5959,"有田　ゆうこ","社会民主党","000785259.xls","広島県第１区"
"広島県第１区 合計",1630,"カミデ　圭一","日本成功党","000785259.xls","広島県第１区"
"広島県第１区 合計",133704,"岸田　文雄","自由民主党","000785259.xls","広島県第１区"
"広島県第１区 合計",14508,"大西　オサム","日本共産党","000785259.xls","広島県第１区"
"広島県第１区 合計",15904,"有田　ゆうこ","社会民主党","000785259.xls","広島県第１区"
"広島市西区",48487,"平口　ひろし","自由民主党","000785259.xls","広島県第２区"
"広島市西区",27124,"大井　赤亥","立憲民主党","000785259.xls","広島県第２区"
"広島市佐伯区",37143,"平口　ひろし","自由民主党","000785259.xls","広島県第２区"
"広島市佐伯区",19862,"大井　赤亥","立憲民主党","000785259.xls","広島県第２区"
"大竹市",7769,"平口　ひろし","自由民主党","000785259.xls","広島県第２区"
"大竹市",4260,"大井　赤亥","立憲民主党","000785259.xls","広島県第２区"
"廿日市市",34380,"平口　ひろし","自由民主党","000785259.xls","広島県第２区"
"廿日市市",18231,"大井　赤亥","立憲民主党","000785259.xls","広島県第２区"
"江田島市（２区）",5347,"平口　ひろし","自由民主党","000785259.xls","広島県第２区"
"江田島市（２区）",1462,"大井　赤亥","立憲民主党","000785259.xls","広島県第２区"
"広島県第２区 合計",133126,"平口　ひろし","自由民主党","000785259.xls","広島県第２区"
"広島県第２区 合計",70939,"大井　赤亥","立憲民主党","000785259.xls","広島県第２区"
"広島市安佐南区",2146,"大山　宏","（無所属）","000785259.xls","広島県第３区"
"広島市安佐南区",1610,"矢島　秀平","ＮＨＫと裁判してる党
弁護士法７２条違反で","000785259.xls","広島県第３区"
"広島市安佐南区",49515,"斉藤　てつお","公明党","000785259.xls","広島県第３区"
"広島市安佐南区",978,"玉田　のりたか","（無所属）","000785259.xls","広島県第３区"
"広島市安佐南区",28401,"ライアン　真由美","立憲民主党","000785259.xls","広島県第３区"
"広島市安佐南区",11159,"せぎ　ひろちか","日本維新の会","000785259.xls","広島県第３区"
"広島市安佐北区",899,"大山　宏","（無所属）","000785259.xls","広島県第３区"
"広島市安佐北区",828,"矢島　秀平","ＮＨＫと裁判してる党
弁護士法７２条違反で","000785259.xls","広島県第３区"
"広島市安佐北区",32047,"斉藤　てつお","公明党","000785259.xls","広島県第３区"
"広島市安佐北区",997,"玉田　のりたか","（無所属）","000785259.xls","広島県第３区"
"広島市安佐北区",17843,"ライアン　真由美","立憲民主党","000785259.xls","広島県第３区"
"広島市安佐北区",5279,"せぎ　ひろちか","日本維新の会","000785259.xls","広島県第３区"
"安芸高田市",207,"大山　宏","（無所属）","000785259.xls","広島県第３区"
"安芸高田市",157,"矢島　秀平","ＮＨＫと裁判してる党
弁護士法７２条違反で","000785259.xls","広島県第３区"
"安芸高田市",8360,"斉藤　てつお","公明党","000785259.xls","広島県第３区"
"安芸高田市",147,"玉田　のりたか","（無所属）","000785259.xls","広島県第３区"
"安芸高田市",3524,"ライアン　真由美","立憲民主党","000785259.xls","広島県第３区"
"安芸高田市",862,"せぎ　ひろちか","日本維新の会","000785259.xls","広島県第３区"
"安芸太田町",62,"大山　宏","（無所属）","000785259.xls","広島県第３区"
"安芸太田町",52,"矢島　秀平","ＮＨＫと裁判してる党
弁護士法７２条違反で","000785259.xls","広島県第３区"
"安芸太田町",2347,"斉藤　てつお","公明党","000785259.xls","広島県第３区"
"安芸太田町",42,"玉田　のりたか","（無所属）","000785259.xls","広島県第３区"
"安芸太田町",868,"ライアン　真由美","立憲民主党","000785259.xls","広島県第３区"
